From	To
Q8WTV0	ENSG00000073060
P20810-10	ENSG00000153113
O14490	ENSG00000170579
Q9NSY2	ENSG00000172345
Q7Z7B0	ENSG00000118407
Q01433	ENSG00000116337
O43866	ENSG00000073754
P50219	ENSG00000130675
Q9P2W9	ENSG00000168818
Q96N67	ENSG00000116641
O94966	ENSG00000172046
A0A087WTI9	ENSG00000132128
Q8N7J2-2	ENSG00000165566
A0A096LNH2	ENSG00000215529
Q8WVI7	ENSG00000150722
Q5TGI0	ENSG00000146267
P50452	ENSG00000166401
S4R418	ENSG00000110934
P35250	ENSG00000049541
Q86YS7-2	ENSG00000111731
Q99717	ENSG00000113658
Q8IZJ0	ENSG00000183709
A0A087WZ82	ENSG00000255245
Q5JTZ9	ENSG00000124608
P48066	ENSG00000132164
Q13683	ENSG00000135424
H7BXK5	ENSG00000123636
Q9H4M9	ENSG00000110047
A8K7Q2	ENSG00000109971
Q9ULC3	ENSG00000112210
O95376	ENSG00000177479
F5GWF6	ENSG00000166226
P56524	ENSG00000068024
Q8NCF5	ENSG00000176953
Q6PCT2	ENSG00000099364
Q53QV2	ENSG00000213626
Q06323	ENSG00000092010
H3BR70	ENSG00000067225
Q14162	ENSG00000074660
O95429	ENSG00000156735
Q15102	ENSG00000079462
Q9H773	ENSG00000179958
Q9HBW9	ENSG00000162618
H0Y550	ENSG00000171853
O75164	ENSG00000066135
E9PRV8	ENSG00000132254
O15146	ENSG00000030304
Q8IUE6	ENSG00000184270
A0JP02	ENSG00000052126
Q9Y5B9	ENSG00000092201
Q13085	ENSG00000275176
Q5JQQ4	ENSG00000166171
Q969H0	ENSG00000109670
Q9UKV0-10	ENSG00000048052
Q6ZNE5	ENSG00000126775
Q99832	ENSG00000135624
Q9HD90	ENSG00000123307
P08240	ENSG00000182934
Q8NFJ9	ENSG00000174483
A0A087WTY0	ENSG00000186777
A0A075B6I5	ENSG00000211644
Q9Y586	ENSG00000181541
H7C4T5	ENSG00000152601
Q1RMZ1	ENSG00000164603
Q9Y5J5	ENSG00000174307
H0YI43	ENSG00000092841
Q15048	ENSG00000160959
O15127	ENSG00000140497
Q9Y4G8	ENSG00000109756
Q02750	ENSG00000169032
H3BUN9	ENSG00000166747
P99999	ENSG00000172115
Q01064	ENSG00000123360
P62701	ENSG00000198034
Q9H609	ENSG00000124444
P48745	ENSG00000136999
Q9NYW8	ENSG00000146587
Q96M32	ENSG00000140057
Q70EL1	ENSG00000166348
Q8TAE8	ENSG00000179271
P49916	ENSG00000005156
Q9P2C4	ENSG00000146433
Q96G01-4	ENSG00000151746
Q06830	ENSG00000117450
Q9H2F3	ENSG00000099377
Q9HCJ0	ENSG00000078687
Q10570	ENSG00000071894
P53621	ENSG00000122218
Q9BYC8	ENSG00000106591
Q6ZW61	ENSG00000181004
Q9Y508	ENSG00000124226
Q8N465	ENSG00000180902
Q86V35	ENSG00000100314
P01042	ENSG00000113889
Q13822-3	ENSG00000136960
Q92833	ENSG00000008083
Q8TAA9	ENSG00000173218
P49792	ENSG00000153201
Q9Y228	ENSG00000009790
F5H284	ENSG00000256374
P18283	ENSG00000176153
O75093	ENSG00000187122
P20594	ENSG00000159899
B1B1G2	ENSG00000123560
Q8IVU3	ENSG00000138642
Q9ULF5	ENSG00000196950
P23246	ENSG00000116560
Q13409	ENSG00000077380
P62244	ENSG00000134419
Q9HAP2	ENSG00000175727
Q9BW60	ENSG00000066322
Q969S9	ENSG00000164347
Q6V702	ENSG00000197826
Q5JR98	ENSG00000188396
Q13433	ENSG00000141424
Q68DA7	ENSG00000248905
Q9H3U1-2	ENSG00000140553
P48729-3	ENSG00000113712
Q9Y587	ENSG00000100478
P86791	ENSG00000122674
Q86VF7	ENSG00000197893
Q92629	ENSG00000170624
Q14154	ENSG00000081791
F5GX96	ENSG00000135090
D6R9L0	ENSG00000204628
Q13615	ENSG00000100330
Q9Y5X0	ENSG00000086300
Q9BX66-12	ENSG00000095637
Q8N0U8	ENSG00000196715
Q92845	ENSG00000075945
P28290	ENSG00000138434
Q9Y2P4	ENSG00000113396
P53794	ENSG00000198743
F8VSE0	ENSG00000135454
Q9NQW7-3	ENSG00000108039
Q6PRD1	ENSG00000276469
Q0Z7S8	ENSG00000205186
Q9BVW5	ENSG00000075131
Q8NI35	ENSG00000132849
Q13474	ENSG00000102385
Q9UHL0	ENSG00000109832
Q13155	ENSG00000106305
Q4TT61	ENSG00000161981
Q96M02	ENSG00000154493
Q9NQW1	ENSG00000075826
P43246	ENSG00000095002
P56159-2	ENSG00000151892
P17706	ENSG00000175354
M0R2T3	ENSG00000104870
E5RG57	ENSG00000113739
Q8N9N5	ENSG00000172530
P30531	ENSG00000157103
Q502W6	ENSG00000168658
Q9Y5Y6	ENSG00000149418
Q86VR7	ENSG00000186806
Q9BWT7	ENSG00000100065
O15550	ENSG00000147050
Q8N699	ENSG00000120279
Q8WU20	ENSG00000166225
Q8TE67-3	ENSG00000198758
P61009	ENSG00000129128
Q9UI42	ENSG00000128510
Q5SQH8-4	ENSG00000204564
Q68DE3	ENSG00000176542
Q96BW9-3	ENSG00000144559
Q9BQI5	ENSG00000118473
Q7Z7K0	ENSG00000187118
Q5VWP3	ENSG00000146147
Q8NBH2	ENSG00000174611
J3QLD9	ENSG00000132589
Q9BTV7	ENSG00000149679
K7ESF4	ENSG00000266953
Q3V6T2-3	ENSG00000115355
A6NHG8	ENSG00000131323
P30153	ENSG00000105568
P40426	ENSG00000167081
Q1RLM7	ENSG00000089094
Q92523	ENSG00000205560
M0QYG6	ENSG00000269711
Q14257-2	ENSG00000117906
P12956	ENSG00000196419
Q9Y4C1	ENSG00000115548
A0A087WVQ9	ENSG00000156508
Q9NT22	ENSG00000183798
Q9NXL6-2	ENSG00000072858
P41182	ENSG00000113916
Q7Z7K6-3	ENSG00000166582
C9JJH3	ENSG00000231396
Q9UHA2	ENSG00000008324
Q13591	ENSG00000112902
Q9H2U1	ENSG00000174953
H3BLS9	ENSG00000131503
Q8NFW8	ENSG00000111726
H0YCI3	ENSG00000137693
Q9UI14	ENSG00000105404
F8VZY8	ENSG00000198673
Q587I9	ENSG00000173349
P53597	ENSG00000163541
Q8NFZ4	ENSG00000169992
H0YAR6	ENSG00000135749
O95206	ENSG00000136099
Q53GG5-2	ENSG00000154553
H3BUU8	ENSG00000103043
Q96LT4	ENSG00000156671
Q9UI15	ENSG00000144834
O75449	ENSG00000186625
Q8N5S1	ENSG00000181240
Q68DQ2	ENSG00000080200
P56378	ENSG00000156411
A0A096LNJ1	ENSG00000280071
P62277	ENSG00000110700
Q96SL1	ENSG00000138463
Q8TAG6	ENSG00000169085
Q68DM5	ENSG00000076248
P49441	ENSG00000151689
Q8WUZ0-2	ENSG00000099385
Q86Y33	ENSG00000164287
Q99572	ENSG00000089041
P22352	ENSG00000211445
Q86UP8	ENSG00000196275
P27448	ENSG00000075413
Q401N2-2	ENSG00000186919
Q9Y330	ENSG00000206366
O00422	ENSG00000150459
Q96ES6	ENSG00000167700
Q9NR77	ENSG00000176894
Q8NAP3	ENSG00000177311
P11310	ENSG00000117054
Q9UNY4	ENSG00000116830
P06730-3	ENSG00000151247
Q9BZC1	ENSG00000101489
H3BT65	ENSG00000005194
D6RID3	ENSG00000159733
Q92674	ENSG00000102384
Q9NYF0	ENSG00000165617
Q29RF7	ENSG00000121892
Q7LFX5	ENSG00000182022
Q9Y4E8-4	ENSG00000135655
Q13415	ENSG00000085840
Q32M45-2	ENSG00000151572
Q8N5L8	ENSG00000164967
F8WBB9	ENSG00000125630
A5PL33	ENSG00000133619
P28908	ENSG00000120949
Q8NC74	ENSG00000130701
F5H6I3	ENSG00000165973
Q9H410	ENSG00000149636
Q49MI3	ENSG00000188452
Q9BST9-2	ENSG00000114993
Q6ZRQ5	ENSG00000146263
Q04759	ENSG00000065675
P36980	ENSG00000080910
P28223	ENSG00000102468
I3L257	ENSG00000103351
Q9C098	ENSG00000163673
Q9NW08	ENSG00000013503
Q96FT9	ENSG00000119650
Q96HA1	ENSG00000196313
Q5BKX6-3	ENSG00000022567
Q13472	ENSG00000177302
Q04609	ENSG00000086205
P17540	ENSG00000131730
I3L394	ENSG00000004897
Q96JP2	ENSG00000266714
Q6NXT4	ENSG00000152683
Q9Y303	ENSG00000162066
Q96FE7-2	ENSG00000100100
Q6PII5-2	ENSG00000103253
P49759-3	ENSG00000013441
Q86YL5	ENSG00000180190
P05107	ENSG00000160255
Q02040	ENSG00000197976
P61224	ENSG00000127314
H3BUT3	ENSG00000005844
K7ER00	ENSG00000179115
Q8TC84	ENSG00000203780
P49619	ENSG00000058866
P58173	ENSG00000124657
Q5JY77	ENSG00000198932
P14210	ENSG00000019991
Q96NG3	ENSG00000204815
Q96RR4	ENSG00000110931
Q8IZF0	ENSG00000102452
Q14050	ENSG00000092758
Q5STU3	ENSG00000198563
Q9NR45	ENSG00000095380
A6NMS7	ENSG00000176681
Q9NR48	ENSG00000116539
O75396	ENSG00000265808
Q969S3	ENSG00000173545
Q9BZH6	ENSG00000120008
P21462	ENSG00000171051
Q9NWB1-2	ENSG00000078328
P35609-2	ENSG00000077522
Q86YQ8	ENSG00000139117
P62633-7	ENSG00000169714
Q86Z14	ENSG00000134962
Q9BXP5-3	ENSG00000087087
P50895	ENSG00000187244
O60673	ENSG00000009413
Q8NEH6	ENSG00000138587
D6RCB1	ENSG00000109339
E9PQ01	ENSG00000165494
O00481	ENSG00000026950
H0YKL6	ENSG00000157470
Q9H1H9	ENSG00000137177
P13637	ENSG00000105409
Q5T6P1	ENSG00000139737
Q70J99-3	ENSG00000092929
Q86TG7	ENSG00000242265
F8WCH3	ENSG00000100342
Q6WKZ4	ENSG00000156675
P53671	ENSG00000182541
Q8TAQ2	ENSG00000139613
E9PHT4	ENSG00000206199
Q8WWP7	ENSG00000213203
P53420	ENSG00000081052
Q96SW2	ENSG00000113851
Q9NWN3	ENSG00000178974
H0YKT5	ENSG00000140332
Q96HG1	ENSG00000184785
Q52MB2	ENSG00000177875
Q13488	ENSG00000110719
P02775	ENSG00000163736
Q6UVY6	ENSG00000079931
Q16537	ENSG00000154001
Q9UL62	ENSG00000072315
Q9C0B9	ENSG00000141664
Q15173	ENSG00000068971
A1L390	ENSG00000126822
A4D2B0	ENSG00000214309
P09001	ENSG00000114686
I3L427	ENSG00000129195
Q5JV73	ENSG00000147234
E9PND1	ENSG00000121753
F6QMI7	ENSG00000151914
Q6DN14	ENSG00000175471
Q86UL3	ENSG00000158669
Q8WZ42-6	ENSG00000155657
O94819	ENSG00000176595
P13639	ENSG00000167658
Q8N4G2	ENSG00000179674
P30047	ENSG00000137880
Q58EX2	ENSG00000069188
Q03181	ENSG00000112033
Q96BS2	ENSG00000088992
P56159	ENSG00000151892
S4R2X4	ENSG00000156113
Q8WX92	ENSG00000188986
P09486	ENSG00000113140
P01127	ENSG00000100311
Q9H246	ENSG00000116667
Q12849	ENSG00000132463
Q68EN5	ENSG00000196123
Q99742	ENSG00000130751
Q05682-3	ENSG00000122786
P17252	ENSG00000154229
Q13882	ENSG00000101213
Q9NVI7	ENSG00000197785
Q5JVF3-4	ENSG00000126226
Q8WXC3	ENSG00000169900
Q6Q0C0	ENSG00000131653
Q5T7W7	ENSG00000136925
Q13094	ENSG00000043462
Q8NBT2	ENSG00000161888
Q9H910	ENSG00000206053
H0Y7V4	ENSG00000124721
Q6IBW4	ENSG00000025770
B7Z6Z4	ENSG00000092841
Q96CF2	ENSG00000164695
P52799	ENSG00000125266
H7C545	ENSG00000169855
P49005	ENSG00000106628
Q6P2Q9	ENSG00000174231
Q9Y6Y1	ENSG00000171735
Q5VV67	ENSG00000148840
O43513	ENSG00000155868
P08195	ENSG00000168003
Q5TC63	ENSG00000139835
O00468	ENSG00000188157
Q14004-2	ENSG00000065883
H3BMY4	ENSG00000198794
O14981	ENSG00000095564
Q6PIJ6-3	ENSG00000145868
O95522	ENSG00000116726
Q6PCB5	ENSG00000187257
Q9HAW4	ENSG00000092853
Q9Y5J1	ENSG00000011260
Q3T8J9	ENSG00000116580
Q9BX59	ENSG00000139192
O94973-2	ENSG00000183020
O60256	ENSG00000141127
Q69YN2	ENSG00000095485
P27448-2	ENSG00000075413
A0A087WVV2	ENSG00000125844
Q15697	ENSG00000103343
P63302	ENSG00000178980
F5H103	ENSG00000175575
Q9NVA2-2	ENSG00000138758
O14966	ENSG00000117280
Q9Y2K5	ENSG00000179912
H0Y967	ENSG00000198055
P0C221	ENSG00000151838
Q6ISB3	ENSG00000083307
Q86UX7	ENSG00000149781
Q7Z5H3-2	ENSG00000128805
A0A087WSX0	ENSG00000211650
Q9NRG7-2	ENSG00000100445
Q9UM19	ENSG00000116983
Q9Y227	ENSG00000197217
Q12934	ENSG00000125864
A8MZ97	ENSG00000237651
Q96FH0-2	ENSG00000254901
P40225	ENSG00000090534
Q9NUL3	ENSG00000040341
Q6NXT2	ENSG00000188375
Q9NQU5	ENSG00000137843
Q6UWY5	ENSG00000183801
O43157	ENSG00000164050
Q8NBQ5	ENSG00000198189
P27797	ENSG00000179218
E9PPP8	ENSG00000063601
F8VPY5	ENSG00000050426
Q6KCM7-4	ENSG00000148339
K7EL16	ENSG00000133265
Q01804	ENSG00000164164
Q4AC94	ENSG00000168014
Q8N0U7	ENSG00000162598
O60248	ENSG00000129194
H0YND0	ENSG00000166147
Q5VWM3	ENSG00000279804
Q5SZB4	ENSG00000179058
I3L4G7	ENSG00000189091
Q7Z4P5	ENSG00000143869
Q96JB5	ENSG00000108465
Q9H081	ENSG00000167842
Q9NRC1-6	ENSG00000004866
Q9NR46-2	ENSG00000148341
Q6HA08	ENSG00000188886
Q9H330-2	ENSG00000106771
Q5R3F8	ENSG00000166897
O95178	ENSG00000090266
A6NNM8	ENSG00000213471
Q16270	ENSG00000163453
Q8NC24	ENSG00000164620
Q99759	ENSG00000198909
Q9H8H3	ENSG00000185432
Q6SA08	ENSG00000139908
Q9ULV0	ENSG00000167306
A2RU49	ENSG00000188266
P62899	ENSG00000071082
Q4UJ75	ENSG00000172014
Q8TBG9	ENSG00000163630
U3KQ61	ENSG00000051825
Q13232	ENSG00000103024
Q86UD4	ENSG00000181894
P50213	ENSG00000166411
V9GXZ1	ENSG00000086015
Q5QJE6	ENSG00000067334
Q9NTJ5	ENSG00000211456
A8MV23-2	ENSG00000253309
Q8NBP0	ENSG00000143643
Q8IY33	ENSG00000164877
Q9UHW9-3	ENSG00000140199
Q9BTX3	ENSG00000168701
O00305	ENSG00000182389
O00423-3	ENSG00000066629
Q99856	ENSG00000116017
D6RHE1	ENSG00000145362
H0YH40	ENSG00000139151
Q99424	ENSG00000168306
Q9P0P0	ENSG00000168894
P29323	ENSG00000133216
Q8WWI5-2	ENSG00000070214
P26440	ENSG00000128928
Q8WYK0	ENSG00000172497
Q8IYK2	ENSG00000160994
Q14997	ENSG00000068878
P18075	ENSG00000101144
Q8IYR6	ENSG00000241697
Q96AY4	ENSG00000100154
Q9UPV7	ENSG00000122733
P05164	ENSG00000005381
Q9UKL4	ENSG00000159248
Q9H2Y7	ENSG00000103994
P17026	ENSG00000165512
O95298	ENSG00000151366
K7EIG1	ENSG00000132361
Q9P255	ENSG00000229676
Q8TCT1	ENSG00000173868
O60496	ENSG00000147443
P23229-2	ENSG00000091409
Q8TDN6	ENSG00000113460
Q13555	ENSG00000148660
Q96SK2	ENSG00000146842
Q96NS1	ENSG00000166793
A0A096LP01	ENSG00000232388
H0Y8X9	ENSG00000017260
Q14BN4	ENSG00000163681
Q9UJ78	ENSG00000132950
Q9Y2X0	ENSG00000175221
X6RA30	ENSG00000151465
P0C875	ENSG00000219626
Q15329	ENSG00000133740
P15927-3	ENSG00000117748
H0Y6R0	ENSG00000143776
Q5T013	ENSG00000178922
H0YCX6	ENSG00000168056
P11309	ENSG00000137193
C9JR00	ENSG00000188191
Q6ZN19	ENSG00000197608
Q9BXJ9	ENSG00000164134
A0A075B6H9	ENSG00000211637
Q5T5Y3	ENSG00000130559
P42679	ENSG00000007264
Q9HC77	ENSG00000151849
M0QZ67	ENSG00000203791
Q8NFA0	ENSG00000170832
Q8IYU8	ENSG00000165487
Q7L985	ENSG00000174482
Q6NUT2	ENSG00000177990
Q92796	ENSG00000082458
P08575	ENSG00000081237
O95685	ENSG00000132825
Q96PK6	ENSG00000239306
P63165	ENSG00000116030
A0A087WU33	ENSG00000277363
Q9UBF9	ENSG00000120729
P34059	ENSG00000141012
P24863	ENSG00000112237
Q2TAC6	ENSG00000196169
Q9BQT8	ENSG00000183032
E7ENY0	ENSG00000087274
Q9UIC8	ENSG00000205629
Q9UKD2	ENSG00000053372
P46976	ENSG00000163754
P60468	ENSG00000106803
O60942	ENSG00000111880
P0C870	ENSG00000243789
Q7RTU4	ENSG00000205899
Q9UKF6	ENSG00000119203
Q9NX47	ENSG00000198060
P05161	ENSG00000187608
Q5BJF2	ENSG00000109084
J3KRP8	ENSG00000243156
Q96K76	ENSG00000170242
Q9BWQ8	ENSG00000135472
Q9UFF9	ENSG00000155508
Q7Z6G3	ENSG00000103154
Q6ZV29	ENSG00000130653
Q9BSA4	ENSG00000141540
Q9BTV4	ENSG00000170876
P17900	ENSG00000196743
P04424	ENSG00000126522
G3XAG9	ENSG00000125826
P52824	ENSG00000145214
E9PR78	ENSG00000168000
P49754	ENSG00000006715
Q16690	ENSG00000138166
Q99969	ENSG00000106538
Q5JRC9	ENSG00000185448
Q9P2S5	ENSG00000116213
Q99932	ENSG00000137098
Q15149-3	ENSG00000178209
Q16821	ENSG00000154415
P35221	ENSG00000044115
Q9H3M0	ENSG00000162975
Q9BUN1	ENSG00000143443
Q9UEU0	ENSG00000100568
Q9ULT6	ENSG00000183579
Q5XPI4	ENSG00000164068
C9JKS0	ENSG00000177463
H7C2L3	ENSG00000163703
Q9UJ98	ENSG00000066923
Q9UI38	ENSG00000283706
C9JXD6	ENSG00000196872
O75928	ENSG00000078043
A5D8V6	ENSG00000167987
H3BUA5	ENSG00000260861
F5H459	ENSG00000177879
O95167	ENSG00000170906
Q9H0F7	ENSG00000113966
Q13564	ENSG00000159593
Q9UIG8	ENSG00000176463
O75882	ENSG00000088812
Q9H9H4	ENSG00000139722
Q7Z6J4	ENSG00000146192
Q16891-4	ENSG00000132305
Q13772	ENSG00000266412
Q6QNY0	ENSG00000189114
Q9NQ79	ENSG00000095713
Q13641	ENSG00000146242
Q6PHR2	ENSG00000140474
Q9ULE4	ENSG00000047662
Q99497	ENSG00000116288
Q9UGJ1	ENSG00000137822
A0A087WTJ2	ENSG00000281887
P10636	ENSG00000186868
Q9UK32-2	ENSG00000072133
Q9UJT0	ENSG00000074935
Q5JTJ3-2	ENSG00000168275
P46439	ENSG00000134201
F5H0N6	ENSG00000173391
C9JM95	ENSG00000144320
H3BQQ2	ENSG00000167962
Q15554	ENSG00000132604
Q16854	ENSG00000114956
H3BTK0	ENSG00000158805
U3KQ83	ENSG00000113712
P17707	ENSG00000123505
Q9NVJ2	ENSG00000134108
Q9NZC3	ENSG00000006007
P61812	ENSG00000092969
E7EW25	ENSG00000081760
O94804	ENSG00000072786
Q8NAA5	ENSG00000181350
Q14139	ENSG00000110344
Q0P6D2	ENSG00000187773
P05026	ENSG00000143153
P26368	ENSG00000063244
Q96J84	ENSG00000183853
Q8IWW8	ENSG00000147576
Q96FA3	ENSG00000197329
O60733	ENSG00000184381
A2RU49-2	ENSG00000188266
Q7KZI7	ENSG00000072518
E9PQ57	ENSG00000101146
Q9H9P5-5	ENSG00000059145
Q86YD7	ENSG00000171847
K7ES63	ENSG00000176014
Q01851	ENSG00000152192
H7C2R3	ENSG00000197548
E9PQE7	ENSG00000197971
Q9BUF5	ENSG00000176014
Q96BY6	ENSG00000135905
Q9P218	ENSG00000101203
Q9H672	ENSG00000183475
Q86V86	ENSG00000198355
P29122	ENSG00000140479
H3BPS9	ENSG00000185164
A0A087X0V3	ENSG00000277865
Q9Y2W1	ENSG00000054118
F8W0Q1	ENSG00000075089
Q14738	ENSG00000112640
Q5DJT8	ENSG00000271449
Q9UBV2	ENSG00000071537
Q96KK3	ENSG00000124134
Q6P1J9	ENSG00000134371
O75937	ENSG00000126698
Q5T8D3	ENSG00000107897
Q15054	ENSG00000077514
P62750	ENSG00000198242
Q6PJT7	ENSG00000100722
Q9Y5S9-2	ENSG00000265241
O60506-3	ENSG00000135316
Q9UQM7	ENSG00000070808
P09467	ENSG00000165140
P05181	ENSG00000130649
E5RK37	ENSG00000104267
P82664	ENSG00000048544
Q9C0D4	ENSG00000178163
O75947	ENSG00000167863
Q8IYB5-2	ENSG00000112305
O14682	ENSG00000171617
E9PN58	ENSG00000142082
Q9Y296	ENSG00000196655
Q9Y6G3	ENSG00000198015
O96001	ENSG00000106341
Q5SRE7	ENSG00000175287
Q6P0N0	ENSG00000129534
Q9Y2H5	ENSG00000143850
O00507	ENSG00000114374
O94886	ENSG00000196187
Q5JT02	ENSG00000130714
Q9Y484	ENSG00000196998
F6X3N5	ENSG00000078369
Q9C0H9-5	ENSG00000273608
V9GY14	ENSG00000130699
Q9HCM2	ENSG00000221866
Q9Y463	ENSG00000105204
Q9UHD8-7	ENSG00000184640
P20794	ENSG00000111837
B4E2H8	ENSG00000075711
Q02985	ENSG00000116785
P08581	ENSG00000105976
J3QRN5	ENSG00000108654
Q6ZS30	ENSG00000144426
Q9NRR1	ENSG00000170891
Q9HA77	ENSG00000134905
C9J5V7	ENSG00000144504
Q496J9	ENSG00000122012
P43003	ENSG00000079215
Q9UKV5	ENSG00000159461
Q9NQV6	ENSG00000170325
J3KMZ8	ENSG00000133884
Q9UNX9	ENSG00000182324
Q96PL5	ENSG00000164010
Q14195	ENSG00000113657
Q8TAD4	ENSG00000145740
Q9NNW5	ENSG00000178252
Q9NUE0	ENSG00000204160
H0YIN9	ENSG00000186081
P29120	ENSG00000175426
Q6P1L5	ENSG00000138439
Q9H3C7	ENSG00000278311
Q15846	ENSG00000079101
K7ELS9	ENSG00000175354
Q5T9C2	ENSG00000167106
H3BQL3	ENSG00000155330
Q96MV8	ENSG00000102383
Q13332	ENSG00000105426
P00387-3	ENSG00000100243
Q9P0R6	ENSG00000100744
D6RF30	ENSG00000249931
P08567	ENSG00000115956
Q12815-2	ENSG00000135451
E9PPX6	ENSG00000123472
Q5QP82	ENSG00000122741
Q9H0R6	ENSG00000130348
E9PG32	ENSG00000174844
Q8IXF0	ENSG00000151322
Q8N3K9	ENSG00000164309
P51957	ENSG00000114904
Q11203	ENSG00000126091
Q8IWE4	ENSG00000188215
Q9NRX5	ENSG00000111897
Q9HBR0	ENSG00000157637
Q13948-10	ENSG00000257923
P06276	ENSG00000114200
P30460	ENSG00000234745
A8MX76	ENSG00000214711
C9JPD5	ENSG00000186642
Q9HBU6	ENSG00000139163
P12429	ENSG00000138772
Q96MD2	ENSG00000174206
H0Y8C3	ENSG00000137409
E9PQ14	ENSG00000254986
Q7Z333	ENSG00000107290
P32322	ENSG00000183010
Q8IUR0	ENSG00000181029
A2RTY3	ENSG00000270379
Q9Y646	ENSG00000104324
H7C2G6	ENSG00000130305
O75794	ENSG00000151465
Q86VR2	ENSG00000141699
P07996	ENSG00000137801
Q9NP90	ENSG00000123570
K7EL39	ENSG00000133030
P31689	ENSG00000086061
Q86WZ0	ENSG00000187105
P45973	ENSG00000094916
Q9HCJ5	ENSG00000130449
H0YBM4	ENSG00000153317
O43361	ENSG00000186230
Q9Y651	ENSG00000125285
Q9NVA2	ENSG00000138758
Q9BUH6	ENSG00000148362
Q86U17	ENSG00000186910
P80723	ENSG00000176788
P08637	ENSG00000203747
P49674	ENSG00000213923
Q5W0Z9	ENSG00000180776
P23468	ENSG00000153707
Q8N3Y7	ENSG00000170786
Q96G75	ENSG00000145916
I3L2J0	ENSG00000079432
P29074	ENSG00000088179
A0A075B6J9	ENSG00000211664
Q8WXQ8	ENSG00000158525
Q9P086	ENSG00000161920
Q9BST9	ENSG00000114993
Q15751	ENSG00000103657
P12814-3	ENSG00000072110
Q9BSF8	ENSG00000148925
Q8TCX5	ENSG00000158106
Q8NEA6-2	ENSG00000107249
H7C595	ENSG00000118007
P0C869	ENSG00000243708
Q9HD89	ENSG00000104918
Q495W5	ENSG00000196968
Q13813-2	ENSG00000197694
O60784-2	ENSG00000100284
Q9HBU1	ENSG00000131668
E7ERZ1	ENSG00000113328
Q14CW9	ENSG00000087152
Q96GC5	ENSG00000175581
A2RRD8	ENSG00000182986
Q92830	ENSG00000108773
P01871	ENSG00000211899
Q9BYD6	ENSG00000169288
Q9NSD4	ENSG00000063587
J3KQ06	ENSG00000181458
Q9UDX4	ENSG00000100012
O43548	ENSG00000104055
Q9UHI8	ENSG00000154734
E7EV13	ENSG00000105143
P26022	ENSG00000163661
H0YJZ3	ENSG00000078304
P35611-2	ENSG00000087274
Q29865	ENSG00000204525
Q15286	ENSG00000111737
Q9Y463-3	ENSG00000105204
Q96JN0	ENSG00000196233
Q99611	ENSG00000179918
Q9BSH4	ENSG00000136463
P20774	ENSG00000106809
J3KRP9	ENSG00000170921
P62837	ENSG00000131508
O75475	ENSG00000164985
E5RI56	ENSG00000272772
Q8NFX7	ENSG00000168952
Q9BWE0	ENSG00000214022
H0YI67	ENSG00000187778
Q86V71	ENSG00000197013
Q8WV99-2	ENSG00000158552
Q9NXD2	ENSG00000166912
Q13671	ENSG00000174791
Q6R327-3	ENSG00000164327
Q6VAB6	ENSG00000171435
Q13242	ENSG00000111786
Q9UBI9	ENSG00000112406
A0AUZ9	ENSG00000144445
Q9Y6X5	ENSG00000001561
Q969X6	ENSG00000141076
Q70CQ4	ENSG00000103404
Q12981	ENSG00000113734
P10745	ENSG00000265203
Q13542	ENSG00000148730
O75339	ENSG00000138615
P51813	ENSG00000102010
Q6P656	ENSG00000156206
O75140	ENSG00000100150
O75475-3	ENSG00000164985
H0YAC7	ENSG00000184432
K7EQS6	ENSG00000267001
Q9H0J9	ENSG00000059378
Q05084	ENSG00000003147
Q86V20	ENSG00000122376
Q96EW2	ENSG00000169087
Q9BVG9	ENSG00000174915
P04430	ENSG00000240864
Q8IZR5	ENSG00000183723
Q4W4Y0	ENSG00000179476
P08183	ENSG00000085563
Q14669	ENSG00000153827
Q15661	ENSG00000172236
P49281-2	ENSG00000110911
Q5H9U9	ENSG00000181381
Q9P2A4	ENSG00000108798
Q8TB96	ENSG00000129636
P08910	ENSG00000140526
Q15788	ENSG00000084676
O94979	ENSG00000138674
Q9GZU7	ENSG00000144579
Q5VW38	ENSG00000148358
Q6UXB8	ENSG00000164530
Q7Z304	ENSG00000165072
Q7L311	ENSG00000184867
P01621	ENSG00000239951
Q86Z02	ENSG00000163349
M0R1R1	ENSG00000130669
O75167	ENSG00000112419
P25705-2	ENSG00000152234
Q96HR3	ENSG00000164758
Q5T0F9	ENSG00000154222
Q9BVM2	ENSG00000166171
H3BMK6	ENSG00000167264
Q86W92-2	ENSG00000110841
Q96K83	ENSG00000198795
O60869-3	ENSG00000107223
Q12967	ENSG00000160271
Q68CZ2	ENSG00000136205
Q9H0E2-2	ENSG00000078902
Q9NUY8-2	ENSG00000036054
Q8N1S5	ENSG00000133195
B0QYP5	ENSG00000100154
P24592	ENSG00000167779
Q9NY64	ENSG00000136856
O43581-2	ENSG00000011347
A0A075B7B8	ENSG00000270467
Q96AQ1	ENSG00000163040
P07332	ENSG00000182511
F8W0P7	ENSG00000110955
E9PC54	ENSG00000146535
Q6UB35	ENSG00000120254
Q7Z6J2	ENSG00000161835
Q96AX2	ENSG00000172794
Q9NY93	ENSG00000136271
Q9BVJ7	ENSG00000158716
Q8IY57-5	ENSG00000015153
Q15063	ENSG00000133110
Q13370	ENSG00000152270
C9JJN9	ENSG00000156931
P55347	ENSG00000160199
Q9BY07	ENSG00000188687
Q12792	ENSG00000151239
